num1,num2,sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum_sum
0.12113077193498611,0.4289846122264862,0.5501154065132141
0.34659966826438904,0.8436666131019592,1.1902662515640259
0.9565927386283875,0.39006873965263367,1.3466614484786987
0.9424309730529785,0.6650328636169434,1.6074638366699219
0.9943611025810242,0.42742228507995605,1.421783447265625
0.6991187334060669,0.5146740674972534,1.2137928009033203
0.11996561288833618,0.9842810034751892,1.1042466163635254
0.39749714732170105,0.7543398141860962,1.1518369913101196
0.5333992838859558,0.5177002549171448,1.0510995388031006
0.5324291586875916,0.7085904479026794,1.241019606590271
0.027196485549211502,0.6298251152038574,0.6570215821266174
0.4711507260799408,0.23018275201320648,0.7013334631919861
0.7386022806167603,0.26112571358680725,0.9997279644012451
0.21513663232326508,0.36982887983322144,0.5849655270576477
0.7258266806602478,0.16770118474960327,0.8935278654098511
0.5381971001625061,0.4292144477367401,0.9674115180969238
0.3357999622821808,0.05956540256738663,0.3953653573989868
0.6828947067260742,0.30384793877601624,0.9867426156997681
0.3167891800403595,0.20199783146381378,0.5187870264053345
0.1894061416387558,0.6277613043785095,0.8171674609184265
0.5287234783172607,0.275224506855011,0.8039479851722717
0.009002288803458214,0.6536137461662292,0.6626160144805908
0.3110902011394501,0.5375106334686279,0.8486008644104004
0.9624879360198975,0.39997440576553345,1.3624622821807861
0.1650693714618683,0.3583272397518158,0.5233966112136841
0.08507565408945084,0.5430418848991394,0.628117561340332
0.20564475655555725,0.5576794743537903,0.7633242607116699
0.5744160413742065,0.5825076103210449,1.1569236516952515
0.19659775495529175,0.9795385599136353,1.1761362552642822
0.6577389240264893,0.5308865904808044,1.1886255741119385
0.06521588563919067,0.40575578808784485,0.4709716737270355
0.15062974393367767,0.08813302218914032,0.238762766122818
0.6113921403884888,0.0408383272588253,0.652230441570282
0.4640370309352875,0.6140050888061523,1.0780421495437622
0.03585208207368851,0.9689002633094788,1.0047523975372314
0.03205319494009018,0.6094995737075806,0.641552746295929
0.5656908750534058,0.7125961780548096,1.2782870531082153
0.06182084232568741,0.13448847830295563,0.19630932807922363
0.8981321454048157,0.8841943144798279,1.7823264598846436
0.33412426710128784,0.25322872400283813,0.587352991104126
0.2727348506450653,0.37707892060279846,0.6498137712478638
0.08981721848249435,0.8508787155151367,0.9406959414482117
0.0018674158491194248,0.19966812431812286,0.20153553783893585
0.10081513226032257,0.9602336287498474,1.0610487461090088
0.6495174765586853,0.8561921119689941,1.5057096481323242
0.07247696816921234,0.0880543515086174,0.16053131222724915
0.8239169716835022,0.6473104953765869,1.4712274074554443
0.9162574410438538,0.8814919590950012,1.797749400138855
0.8391674160957336,0.7678489089012146,1.6070163249969482
